query,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
pimelic acid,cpd:C00680,"meso-2,6-Diaminoheptanedioate;meso-2,6-Diaminopimelate;meso-2,6-Diaminopimelic acid;meso-Diaminoheptanedioate",C7H14N2O4,Lysine biosynthesis;D-Amino acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine;Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine;Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine;Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",NA,1.4.1.16;4.1.1.20;5.1.1.7;6.3.2.13,R00451 R02735 R02755 R02788
pimelic acid,cpd:C02656,Pimelate;Pimelic acid;Heptanedioic acid;6-Carboxyhexanoate,C7H12O4,Biotin metabolism;Metabolic pathways;Biosynthesis of cofactors,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Dicarboxylic acids;    C02656  Pimelate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0117 Dicarboxylic acids;    C02656  Heptanedioic acid,6.2.1.14,R03209
pimelic acid,cpd:C04462,N-Succinyl-2-L-amino-6-oxoheptanedioate;N-Succinyl-L-2-amino-6-oxoheptanedioate;N-Succinyl-L-2-amino-6-oxopimelate;N-Succinyl-2-amino-6-oxo-L-pimelic acid;N-Succinyl-epsilon-keto-L-aminopimelic acid;(S)-2-(Succinylamino)-6-oxoheptanedioate,C11H15NO8,Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",NA,2.3.1.117;2.6.1.17,R04365 R04475
p-Toluic acid NIST,NA,NA,NA,NA,NA,NA,NA,NA
putrescine,cpd:C00134,"Putrescine;1,4-Butanediamine;1,4-Diaminobutane;Tetramethylenediamine;Butane-1,4-diamine",C4H12N2,"Arginine and proline metabolism;D-Amino acid metabolism;Glutathione metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Efferocytosis;Protein digestion and absorption","Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine;Polyamine biosynthesis, arginine => ornithine => putrescine;GABA biosynthesis, eukaryotes, putrescine => GABA;GABA biosynthesis, prokaryotes, putrescine => GABA",Compounds with biological roles [BR:br08001]; Peptides;  Amines;   Biogenic amines;    C00134  Putrescine,1.4.3.10;1.4.3.22;1.5.1.43;1.5.3.13;1.5.3.17;2.1.1.53;2.1.3.6;2.3.1.57;2.3.1.138;2.3.1.-;2.5.1.16;2.5.1.44;2.5.1.45;2.6.1.29;2.6.1.82;2.6.1.113;3.5.1.53;3.5.1.62;3.5.3.11;4.1.1.17;4.1.1.116;6.3.1.11,R00018 R00670 R01151 R01152 R01153 R01154 R01155 R01156;R01157 R01399 R01919 R01920 R01944 R07414 R08714 R09074;R09077 R09079 R09256 R09257 R12304
putrescine,cpd:C00436,N-Carbamoylputrescine,C5H13N3O,Arginine and proline metabolism;Metabolic pathways,NA,Phytochemical compounds [BR:br08003]; Amino acid related compounds;  Others;   Amines;    C00436  N-Carbamoylputrescine,2.1.3.6;3.5.1.53;3.5.3.12,R01152 R01399 R01416
putrescine,cpd:C02714,N-Acetylputrescine,C6H14N2O,Arginine and proline metabolism;Metabolic pathways,"GABA biosynthesis, eukaryotes, putrescine => GABA",NA,1.4.3.4;2.3.1.57;3.5.1.62,R01154 R01156 R04025
putrescine,cpd:C02723,N-Methylputrescine,C5H14N2,"Tropane, piperidine and pyridine alkaloid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites",NA,NA,1.4.3.21;1.4.3.22;2.1.1.53,R01153 R04027 R05334
putrescine,cpd:C03002,N-Caffeoylputrescine,C13H18N2O3,NA,NA,NA,2.3.1.138,R01944
putrescine,cpd:C10497,Feruloylputrescine;Subaphyllin,C14H20N2O3,Arginine and proline metabolism;Metabolic pathways,NA,NA,2.3.1.-,R09257
putrescine,cpd:C15699,gamma-L-Glutamylputrescine,C9H19N3O3,Arginine and proline metabolism;Metabolic pathways,"GABA biosynthesis, prokaryotes, putrescine => GABA",NA,1.4.3.-;6.3.1.11,R07414 R07415
putrescine,cpd:C18326,p-Coumaroylputrescine,C13H18N2O2,Arginine and proline metabolism;Metabolic pathways,NA,NA,2.3.1.-,R09256
4-hydroxy-3-methoxybenzoic acid,cpd:C06672,Vanillate;Vanillic acid;4-Hydroxy-3-methoxybenzoate;4-Hydroxy-3-methoxybenzoic acid,C8H8O4,Aminobenzoate degradation;Microbial metabolism in diverse environments,NA,Dietary phytochemicals [br08012.html]; Flavonoids;  C06672,1.2.1.67;1.2.3.9;1.14.13.82;2.1.1.341;2.1.1.382;2.4.1.300,R05273 R05274 R05699 R07668 R09278 R10136 R10259 R10296;R10297
5-aminovaleric acid 1,cpd:C00431,5-Aminopentanoate;5-Aminopentanoic acid;5-Aminovaleric acid,C5H11NO2,Lysine degradation;Arginine and proline metabolism;D-Amino acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments,"Lysine degradation, bacteria, L-lysine => succinate;Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA",Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0110 Amino fatty acids;    C00431  5-Aminopentanoic acid,1.2.1.19;1.4.1.12;1.21.4.1;2.6.1.48;3.5.1.30;3.5.1.63,R02273 R02274 R02276 R02825 R12215
behenic acid,cpd:C08281,Docosanoic acid;Docosanoate;Behenic acid,C22H44O2,"Cutin, suberine and wax biosynthesis;Biosynthesis of unsaturated fatty acids",NA,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C08281  Behenic acid (22:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C08281  Docosanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C08281  Behenic acid,1.14.-.-;3.1.2.-,R08184 R09454
ciliatine,cpd:C03557,2-Aminoethylphosphonate;(2-Aminoethyl)phosphonate;Ciliatine,C2H8NO3P,Phosphonate and phosphinate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;ABC transporters,NA,NA,1.1.99.-;1.14.11.46;2.3.1.280;2.6.1.37;2.7.7.14;2.7.7.107;4.99.1.-,R04152 R04247 R04248 R04249 R04250 R04252 R10724 R11479
ciliatine,cpd:C05673,CMP-2-aminoethylphosphonate;CMPciliatine,C11H20N4O10P2,Phosphonate and phosphinate metabolism;Metabolic pathways,NA,NA,2.7.7.14;2.7.7.107;2.7.8.1;2.7.8.-,R04247 R04920 R04921
ciliatine,cpd:C05681,Ceramide 2-aminoethylphosphonate;Ceramide ciliatine,C21H42N2O5PR,Phosphonate and phosphinate metabolism;Sphingolipid metabolism;Metabolic pathways,NA,Lipids [BR:br08002]; SP  Sphingolipids;  SP04 Phosphonosphingolipids;   C05681  Ceramide 2-aminoethylphosphonate,2.7.8.-,R04921
D-mannitol,cpd:C00392,Mannitol;D-Mannitol,C6H14O6,Fructose and mannose metabolism;Metabolic pathways;ABC transporters;Phosphotransferase system (PTS),NA,"Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Sugar alcohols;    C00392  Mannitol;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303(D00062)]; A ALIMENTARY TRACT AND METABOLISM;  A06 DRUGS FOR CONSTIPATION;   A06A DRUGS FOR CONSTIPATION;    A06AD Osmotically acting laxatives;     A06AD16 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;; B BLOOD AND BLOOD FORMING ORGANS;  B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS;   B05B I.V. SOLUTIONS;    B05BC Solutions producing osmotic diuresis;     B05BC01 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;;   B05C IRRIGATING SOLUTIONS;    B05CX Other irrigating solutions;     B05CX04 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;; R RESPIRATORY SYSTEM;  R05 COUGH AND COLD PREPARATIONS;   R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS;    R05CB Mucolytics;     R05CB16 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;; V VARIOUS;  V04 DIAGNOSTIC AGENTS;   V04C OTHER DIAGNOSTIC AGENTS;    V04CX Other diagnostic agents;     V04CX04 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;;USP drug classification [BR:br08302(D00062)]; Respiratory Tract/Pulmonary Agents;  Cystic Fibrosis Agents;   Cystic Fibrosis Agents, Other;    Mannitol;     D00062  Mannitol (USP);Therapeutic category of drugs in Japan [BR:br08301(D00062)]; 2  Agents affecting individual organs;  21  Cardiovascular agents;   219  Miscellaneous;    2190  Miscellaneous;     D00062  Mannitol (USP); D-Mannitol (JP18);Drugs listed in the Japanese Pharmacopoeia [BR:br08311(D00062)]; Chemicals;  D00062  D-Mannitol;  D00062  D-Mannitol injection;New drug approvals in Europe [br08329.html(D00062)]; European public assessment reports (EPAR) authorised medicine;  D00062",1.1.1.11;1.1.1.67;1.1.1.138;1.1.1.255;1.1.2.2;1.1.3.40;2.7.1.197;3.1.3.22,R00865 R00868 R00870 R02167 R02704 R05698 R07135
D-mannitol,cpd:C00644,D-Mannitol 1-phosphate,C6H15O9P,Fructose and mannose metabolism;Metabolic pathways;Phosphotransferase system (PTS),NA,NA,1.1.1.17;1.1.1.224;2.7.1.197;3.1.3.22,R00758 R01817 R02167 R02703 R02704
D-mannitol,cpd:C16538,"1,5-Anhydro-D-mannitol",C6H12O5,NA,NA,NA,1.1.1.292,R08194
Dodecanedioic acid NIST,NA,NA,NA,NA,NA,NA,NA,NA
Hexanoic acid NIST,NA,NA,NA,NA,NA,NA,NA,NA
Octadecanenitrile NIST,NA,NA,NA,NA,NA,NA,NA,NA
palatinose,cpd:C01742,Palatinose;Isomaltulose;6-O-alpha-D-Glucopyranosyl-D-fructofuranose,C12H22O11,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Oligosaccharides;   Disaccharides;    C01742  Palatinose,3.2.1.219;5.4.99.11,R00810 R13126
Pentacosanoic acid NIST,NA,NA,NA,NA,NA,NA,NA,NA
Pentanedioic acid NIST,NA,NA,NA,NA,NA,NA,NA,NA
tagatose,cpd:C00795,D-Tagatose;lyxo-Hexulose,C6H12O6,Galactose metabolism;Metabolic pathways,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Ketoses;    C00795  D-Tagatose,1.1.1.16;1.1.1.407;2.7.1.101;5.1.3.31,R02927 R02928 R10818 R11638
tagatose,cpd:C01097,D-Tagatose 6-phosphate,C6H13O9P,Galactose metabolism;Metabolic pathways,NA,NA,1.1.1.251;2.7.1.11;2.7.1.56;2.7.1.101;2.7.1.144;3.5.99.-;5.1.3.40;5.3.1.26,R02927 R03236 R03237 R03238 R03239 R03240 R05571 R08365;R11623
tagatose,cpd:C01721,L-Fuculose;6-Deoxy-L-tagatose,C6H12O5,Fructose and mannose metabolism;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,2.7.1.51;5.3.1.3;5.3.1.25,R03163 R03241
tagatose,cpd:C03785,"D-Tagatose 1,6-bisphosphate",C6H14O12P2,Galactose metabolism;Metabolic pathways,NA,NA,2.7.1.11;2.7.1.56;2.7.1.144;2.7.1.234;4.1.2.40,R01069 R03236 R03237 R03238 R03239 R12940
tagatose,cpd:C06312,L-Tagatose 6-phosphate,C6H13O9P,NA,NA,NA,NA,NA
tagatose,cpd:C21523,L-Tagatose,C6H12O6,NA,NA,NA,1.1.1.406,R11637
tagatose,cpd:C22459,D-Tagatopyranose 1-phosphate;D-Tagatose 1-phosphate,C6H13O9P,NA,NA,NA,2.7.1.234,R12940
talose,cpd:C01222,GDP-4-dehydro-6-deoxy-D-mannose;GDP-4-dehydro-6-deoxy-D-talose;GDP-4-oxo-6-deoxy-D-mannose;GDP-4-dehydro-D-rhamnose;GDP-4-keto-6-deoxy-D-mannose;GDP-4-dehydro-alpha-D-rhamnose;GDP-4-dehydro-6-deoxy-alpha-D-mannose,C16H23N5O15P2,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,NA,NA,1.1.1.135;1.1.1.187;1.1.1.271;1.1.1.281;2.6.1.102;4.2.1.47;4.2.1.168,R00888 R03396 R03397 R03398 R03399 R05692 R07059 R10460;R11409
talose,cpd:C02977,GDP-6-deoxy-D-talose;GDP-6-deoxy-alpha-D-talose,C16H25N5O15P2,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,NA,NA,1.1.1.135;1.1.1.187,R03396 R03398
talose,cpd:C03187,dTDP-6-deoxy-beta-L-talose;dTDP-beta-L-pneumose,C16H26N2O15P2,Polyketide sugar unit biosynthesis;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars,NA,NA,1.1.1.134;1.1.1.339;1.1.1.344;5.1.3.25,R02776 R10190 R10279
talose,cpd:C06467,D-Talose;D-talo-Hexose,C6H12O6,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Aldoses;    C06467  D-Talose,NA,NA
talose,cpd:C08235,Digitalose;beta-D-Digitalopyranose,C7H14O5,NA,NA,NA,NA,NA
talose,cpd:C20768,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose;UDP-N-acetyl-beta-L-pneumosamine",C17H27N3O16P2,O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,UDP-L-FucNAm biosynthesis,NA,1.1.1.367;5.1.3.28,R10665 R10676 R12552
talose,cpd:C21058,6-Deoxy-D-talose;6-Deoxy-D-talopyranose,C6H12O5,NA,NA,NA,NA,NA
1-Butanol,cpd:C06142,1-Butanol;n-Butanol;Butan-1-ol,C4H10O,Butanoate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA05 Fatty alcohols;   C06142  1-Butanol,1.1.1.-;1.1.2.9;1.1.5.11;1.14.13.230,R03544 R03545 R11343 R11344 R11448
1-Butanol,cpd:C17146,4-Guanidino-1-butanol,C5H13N3O,NA,NA,NA,NA,NA
1-Butanol,cpd:C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol;NNAL,C10H15N3O2,Metabolism of xenobiotics by cytochrome P450;Chemical carcinogenesis - DNA adducts,NA,NA,1.1.1.146;1.1.1.184;1.3.1.20;1.14.14.1;1.14.14.-;2.4.1.17,R09420 R09424 R09425 R09426 R09427 R09430
1-Butanol,cpd:C19603,4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol;NNAL-N-oxide,C10H15N3O3,Metabolism of xenobiotics by cytochrome P450;Chemical carcinogenesis - DNA adducts,NA,NA,NA,R09430
1-Butanol,cpd:C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide;NNAL-O-glucuronide,C16H23N3O8,Metabolism of xenobiotics by cytochrome P450;Chemical carcinogenesis - DNA adducts,NA,NA,2.4.1.17,R09426
"3,7-Dimethyluric acid",cpd:C16360,"3,7-Dimethyluric acid",C7H8N4O3,Caffeine metabolism,NA,"Phytochemical compounds [BR:br08003]; Alkaloids;  Others;   Purine alkaloids;    C16360  3,7-Dimethyluric acid",1.17.3.2,R07978
Acetate,cpd:C00033,Acetate;Acetic acid;Ethanoic acid,C2H4O2,Glycolysis / Gluconeogenesis;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;C5-Branched dibasic acid metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes;Zeatin biosynthesis;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Degradation of aromatic compounds;Cholinergic synapse;Alcoholic liver disease;Carbohydrate digestion and absorption;Protein digestion and absorption,"Methanogenesis, acetate => methane;Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Monocarboxylic acids;    C00033  Acetate; Ethanoate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C00033  Acetic acid;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303(D00010)]; G GENITO URINARY SYSTEM AND SEX HORMONES;  G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS;   G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS;    G01AD Organic acids;     G01AD02 Acetic acid;      D00010  Acetic acid, glacial (USP) &lt;JP/US&gt;; S SENSORY ORGANS;  S02 OTOLOGICALS;   S02A ANTIINFECTIVES;    S02AA Antiinfectives;     S02AA10 Acetic acid;      D00010  Acetic acid, glacial (USP) &lt;JP/US&gt;;USP drug classification [BR:br08302(D00010)]; Antibacterials;  Antibacterials, Other;   Acetic Acid;    D00010  Acetic acid, glacial (USP); Dermatological Agents;  Topical Anti-infectives;   Antibacterials, dermatological;    Acetic Acid;     D00010  Acetic acid, glacial (USP);Therapeutic category of drugs in Japan [BR:br08301(D00010)]; 2  Agents affecting individual organs;  26  Epidermides;   264  Analgesics, anti-itchings, astringents, anti-inflammatory agents;    2649  Others;     D00010  Acetic acid, glacial (USP); Acetic acid (JP18/NF); Glacial acetic acid (JP18);   266  Emollients;    2661  Organic acids;     D00010  Acetic acid, glacial (USP); Acetic acid (JP18/NF); Glacial acetic acid (JP18); 7  Agents not mainly for therapeutic purpose;  71  Dispensing medicines;   714  Flavorings, deodorants, coloring agents;    7149  Others;     D00010  Acetic acid, glacial (USP); Acetic acid (JP18/NF); Glacial acetic acid (JP18);   719  Miscellaneous;    7190  Miscellaneous;     D00010  Acetic acid, glacial (USP); Acetic acid (JP18/NF); Glacial acetic acid (JP18);Risk category of Japanese OTC drugs [BR:br08312(D00010)]; Third-class OTC drugs;  Inorganic and organic chemicals;   Acetic acid;    D00010  Acetic acid, glacial (USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311(D00010)]; Chemicals;  D00010  Acetic acid;  D00010  Glacial acetic acid",1.1.1.318;1.1.1.319;1.2.1.3;1.2.1.4;1.2.1.5;1.2.1.-;1.2.5.1;1.2.5.2;1.2.99.6;1.13.11.50;1.13.12.4;1.14.13.54;1.14.14.32;2.1.1.152;2.3.1.187;2.5.1.47;2.5.1.48;2.5.1.49;2.5.1.50;2.5.1.51;2.5.1.52;2.5.1.53;2.5.1.65;2.5.1.118;2.5.1.119;2.5.1.134;2.5.1.144;2.6.99.3;2.7.2.1;2.7.2.12;2.7.2.15;2.8.3.1;2.8.3.3;2.8.3.8;2.8.3.10;2.8.3.11;2.8.3.12;2.8.3.14;2.8.3.18;2.8.3.19;2.8.3.-;3.1.1.2;3.1.1.6;3.1.1.7;3.1.1.8;3.1.1.33;3.1.1.41;3.1.1.47;3.1.1.53;3.1.1.54;3.1.1.55;3.1.1.56;3.1.1.58;3.1.1.66;3.1.1.71;3.1.1.80;3.1.1.94;3.1.1.105;3.1.1.106;3.1.1.112;3.1.1.113;3.1.1.114;3.1.2.1;3.1.2.16;3.5.1.4;3.5.1.14;3.5.1.15;3.5.1.16;3.5.1.17;3.5.1.21;3.5.1.25;3.5.1.29;3.5.1.33;3.5.1.41;3.5.1.47;3.5.1.48;3.5.1.51;3.5.1.62;3.5.1.63;3.5.1.66;3.5.1.76;3.5.1.85;3.5.1.89;3.5.1.103;3.5.1.104;3.5.1.105;3.5.1.108;3.5.1.112;3.5.1.113;3.5.1.114;3.5.1.125;3.5.1.135;3.5.1.136;3.5.1.-;3.6.1.7;3.6.1.20;3.7.1.1;3.7.1.6;3.7.1.24;3.7.1.25;3.11.1.2;4.1.1.88;4.1.3.4;4.1.3.6;4.1.3.22;4.1.3.26;4.2.99.24;6.2.1.1;6.2.1.13;6.2.1.22;6.2.1.35,R00227 R00229 R00235 R00315 R00316 R00317 R00318 R00319;R00320 R00321 R00322 R00324 R00325 R00326 R00327 R00338;R00362 R00393 R00458 R00488 R00628 R00651 R00669 R00710;R00711 R00743 R00897 R00909 R00928 R01019 R01026 R01156;R01179 R01200 R01241 R01287 R01308 R01323 R01359 R01426;R01649 R01810 R01987 R02026 R02059 R02276 R02333 R02733;R02942 R02955 R03062 R03131 R03132 R03133 R03134 R03145;R03153 R03217 R03482 R03601 R03884 R04000 R04043 R04056;R04057 R04091 R04141 R04146 R04174 R04397 R04449 R04450;R04452 R04490 R04525 R04587 R04727 R04769 R04859 R04945;R05138 R05168 R05219 R05336 R05508 R05509 R05677 R05880;R05917 R06241 R06893 R07183 R07300 R07301 R07342 R07513;R07832 R08090 R08206 R08517 R08518 R08600 R08601 R08874;R08876 R08895 R08901 R08944 R09107 R09475 R09483 R09651;R09721 R09801 R09931 R10248 R10249 R10289 R10305 R10343;R10398 R10401 R10461 R10553 R10600 R10614 R10705 R10839;R10840 R11116 R11283 R11693 R11694 R11889 R11903 R12347;R12390 R12391 R12392 R12515 R12516 R12635 R12671 R12926;R13046 R13218
Acetate,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Benzoate degradation;D-Amino acid metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Degradation of flavonoids;Biosynthesis of various other secondary metabolites;Biosynthesis of various antibiotics;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Two-component system;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Central carbon metabolism in cancer","Gluconeogenesis, oxaloacetate => fructose-6P;Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate;Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate;Glyoxylate cycle;CAM (Crassulacean acid metabolism), dark;C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type;C4-dicarboxylic acid cycle, NAD - malic enzyme type;C4-dicarboxylic acid cycle, NADP - malic enzyme type;Reductive citrate cycle (Arnon-Buchanan cycle);Formaldehyde assimilation, serine pathway;Dicarboxylate-hydroxybutyrate cycle;Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate;Methylaspartate cycle",Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   2-Oxocarboxylic acids;    C00036  Oxaloacetate; 2-Oxosuccinate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0117 Dicarboxylic acids;    C00036  2-Oxobutanedioic acid,1.1.1.37;1.1.1.38;1.1.1.40;1.1.1.82;1.1.1.299;1.1.5.4;1.1.99.7;1.4.1.21;1.4.3.1;1.4.3.2;1.4.3.15;1.4.3.16;2.1.3.1;2.3.3.1;2.3.3.2;2.3.3.3;2.3.3.5;2.3.3.8;2.3.3.16;2.6.1.1;2.6.1.12;2.6.1.21;2.6.1.31;2.6.1.35;2.6.1.57;2.6.1.70;2.6.1.78;2.6.1.-;3.1.1.44;3.5.1.3;3.7.1.1;4.1.1.31;4.1.1.32;4.1.1.38;4.1.1.49;4.1.1.112;4.1.3.6;4.1.3.13;4.1.3.17;4.1.3.34;4.2.1.32;4.2.1.81;4.3.1.16;4.3.1.20;4.3.1.27;5.3.2.2;6.4.1.1;7.2.4.2,R00217 R00338 R00339 R00340 R00341 R00342 R00343 R00344;R00345 R00346 R00347 R00348 R00350 R00351 R00352 R00353;R00354 R00355 R00357 R00359 R00360 R00361 R00362 R00363;R00373 R00400 R00431 R00477 R00493 R00695 R00726 R00930;R00931 R01144 R01257 R01447 R01713 R01731 R03735 R05053;R05758 R07164 R07165 R09683 R12212 R13023 R13076 R13206;R13207 R13222
Acetate,cpd:C00164,Acetoacetate;3-Oxobutanoic acid;beta-Ketobutyric acid;Acetoacetic acid,C4H6O3,"Valine, leucine and isoleucine degradation;Lysine degradation;Tyrosine metabolism;Styrene degradation;Butanoate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Two-component system","Leucine degradation, leucine => acetoacetate + acetyl-CoA;Tyrosine degradation, tyrosine => homogentisate;Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   3-Oxocarboxylic acids;    C00164  Acetoacetate; 3-Oxobutanoate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0106 Oxo fatty acids;    C00164  3-Oxobutanoic acid,1.1.1.30;1.1.99.24;1.8.1.5;2.3.1.247;2.8.3.5;2.8.3.8;2.8.3.9;3.1.2.11;3.7.1.2;4.1.1.4;4.1.3.4;4.2.1.27;6.2.1.16;6.4.1.6,R00410 R01357 R01358 R01359 R01360 R01361 R01364 R01365;R01366 R01367 R03225 R05713 R05735 R10564
Acetate,cpd:C00284,EDTA;Ethylenediaminetetraacetic acid;Edetic acid;Ethylenediaminetetraacetate,C10H16N2O8,NA,NA,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303(D00052)]; V VARIOUS;  V03 ALL OTHER THERAPEUTIC PRODUCTS;   V03A ALL OTHER THERAPEUTIC PRODUCTS;    V03AB Antidotes;     V03AB03 Edetates;      D00052  Edetic acid (NF/INN);Drug groups [BR:br08330(D00052)]; Vitamin and mineral;  DG01692  Chelator;   DG01152  Edetate;    D00052  Edetic acid,1.14.14.33,R11454 R11456
